SHINEuid,FISH_Broad_Type,Occurrences
33797,MONUMENT (BY FORM),1
33798,MONUMENT (BY FORM),1
33799,DOMESTIC,8
33800,"RELIGIOUS, RITUAL AND FUNERARY",1
33801,DOMESTIC,1
33802,MONUMENT (BY FORM),1
33803,TRANSPORT,1
33804,DEFENCE,4
33804,DOMESTIC,4
33805,MONUMENT (BY FORM),1
33806,MONUMENT (BY FORM),1
33807,AGRICULTURE AND SUBSISTENCE,1
33807,DEFENCE,1
33808,AGRICULTURE AND SUBSISTENCE,3
33809,AGRICULTURE AND SUBSISTENCE,1
33810,"RELIGIOUS, RITUAL AND FUNERARY",2
33811,AGRICULTURE AND SUBSISTENCE,1
33812,AGRICULTURE AND SUBSISTENCE,1
33813,AGRICULTURE AND SUBSISTENCE,1
33814,AGRICULTURE AND SUBSISTENCE,1
33815,MONUMENT (BY FORM),1
33816,MONUMENT (BY FORM),1
33817,"RELIGIOUS, RITUAL AND FUNERARY",1
33818,UNASSIGNED,1
33819,AGRICULTURE AND SUBSISTENCE,1
33820,AGRICULTURE AND SUBSISTENCE,1
33820,MONUMENT (BY FORM),1
33821,AGRICULTURE AND SUBSISTENCE,1
33822,TRANSPORT,1
33823,MONUMENT (BY FORM),1
33823,"RELIGIOUS, RITUAL AND FUNERARY",1
33823,WATER SUPPLY AND DRAINAGE,1
33824,TRANSPORT,1
33825,INDUSTRIAL,2
33826,INDUSTRIAL,1
33827,INDUSTRIAL,1
33828,INDUSTRIAL,1
33829,AGRICULTURE AND SUBSISTENCE,2
33830,DEFENCE,1
33830,DOMESTIC,1
33831,MONUMENT (BY FORM),1
33832,AGRICULTURE AND SUBSISTENCE,2
33833,INDUSTRIAL,1
33834,INDUSTRIAL,1
33835,INDUSTRIAL,1
33836,MONUMENT (BY FORM),1
33837,TRANSPORT,1
33838,INDUSTRIAL,2
33839,INDUSTRIAL,1
33840,INDUSTRIAL,1
33841,MONUMENT (BY FORM),1
33842,DEFENCE,1
33843,DEFENCE,1
33843,"RELIGIOUS, RITUAL AND FUNERARY",1
33843,UNASSIGNED,1
33844,AGRICULTURE AND SUBSISTENCE,1
33844,MONUMENT (BY FORM),1
33845,AGRICULTURE AND SUBSISTENCE,1
33846,COMMERCIAL,1
33847,COMMERCIAL,1
33848,AGRICULTURE AND SUBSISTENCE,1
33849,INDUSTRIAL,1
33850,INDUSTRIAL,1
33851,INDUSTRIAL,1
33852,INDUSTRIAL,1
33853,INDUSTRIAL,1
33854,INDUSTRIAL,1
33855,INDUSTRIAL,2
33856,INDUSTRIAL,1
33857,INDUSTRIAL,1
33858,INDUSTRIAL,1
33859,INDUSTRIAL,1
33860,INDUSTRIAL,1
33861,INDUSTRIAL,1
33862,INDUSTRIAL,2
33863,INDUSTRIAL,1
33864,UNASSIGNED,1
33865,UNASSIGNED,1
33866,"RELIGIOUS, RITUAL AND FUNERARY",1
33867,INDUSTRIAL,5
33868,INDUSTRIAL,1
33869,INDUSTRIAL,1
33870,INDUSTRIAL,1
33871,INDUSTRIAL,1
33872,INDUSTRIAL,1
33873,DOMESTIC,1
33874,INDUSTRIAL,1
33875,INDUSTRIAL,1
33876,INDUSTRIAL,1
33877,INDUSTRIAL,1
33877,"RELIGIOUS, RITUAL AND FUNERARY",1
33878,INDUSTRIAL,1
33879,INDUSTRIAL,1
33880,INDUSTRIAL,1
33881,NA,1
33882,NA,1
33883,INDUSTRIAL,1
33884,NA,1
33885,NA,2
33886,INDUSTRIAL,1
33887,NA,1
33888,DEFENCE,1
33889,MONUMENT (BY FORM),1
33890,MONUMENT (BY FORM),1
33891,INDUSTRIAL,1
33892,DOMESTIC,1
33893,MONUMENT (BY FORM),1
33894,AGRICULTURE AND SUBSISTENCE,1
33894,"RELIGIOUS, RITUAL AND FUNERARY",1
33895,AGRICULTURE AND SUBSISTENCE,1
33896,AGRICULTURE AND SUBSISTENCE,1
33897,AGRICULTURE AND SUBSISTENCE,1
33898,AGRICULTURE AND SUBSISTENCE,1
33899,AGRICULTURE AND SUBSISTENCE,1
33900,TRANSPORT,1
33901,AGRICULTURE AND SUBSISTENCE,1
33902,DOMESTIC,1
33903,TRANSPORT,1
33904,MONUMENT (BY FORM),1
33905,AGRICULTURE AND SUBSISTENCE,1
33906,AGRICULTURE AND SUBSISTENCE,1
33907,AGRICULTURE AND SUBSISTENCE,1
33908,MONUMENT (BY FORM),1
33909,MONUMENT (BY FORM),2
33910,AGRICULTURE AND SUBSISTENCE,1
33911,AGRICULTURE AND SUBSISTENCE,1
33912,AGRICULTURE AND SUBSISTENCE,1
33913,AGRICULTURE AND SUBSISTENCE,1
33914,AGRICULTURE AND SUBSISTENCE,1
33915,AGRICULTURE AND SUBSISTENCE,1
33916,AGRICULTURE AND SUBSISTENCE,1
33917,AGRICULTURE AND SUBSISTENCE,1
33918,AGRICULTURE AND SUBSISTENCE,1
33919,MONUMENT (BY FORM),1
33920,MONUMENT (BY FORM),1
33921,MONUMENT (BY FORM),1
33922,AGRICULTURE AND SUBSISTENCE,1
33923,MONUMENT (BY FORM),1
33924,MONUMENT (BY FORM),1
33925,AGRICULTURE AND SUBSISTENCE,1
33926,AGRICULTURE AND SUBSISTENCE,1
33926,MONUMENT (BY FORM),1
33927,AGRICULTURE AND SUBSISTENCE,1
33928,AGRICULTURE AND SUBSISTENCE,1
33929,AGRICULTURE AND SUBSISTENCE,1
33930,AGRICULTURE AND SUBSISTENCE,1
33931,DOMESTIC,1
33932,MONUMENT (BY FORM),1
33933,AGRICULTURE AND SUBSISTENCE,1
33934,AGRICULTURE AND SUBSISTENCE,1
33935,AGRICULTURE AND SUBSISTENCE,1
33936,AGRICULTURE AND SUBSISTENCE,1
33937,AGRICULTURE AND SUBSISTENCE,2
33938,WATER SUPPLY AND DRAINAGE,1
33939,AGRICULTURE AND SUBSISTENCE,2
33940,"GARDENS, PARKS AND URBAN SPACES",1
33941,AGRICULTURE AND SUBSISTENCE,1
33942,"GARDENS, PARKS AND URBAN SPACES",1
33943,TRANSPORT,1
33944,MONUMENT (BY FORM),1
33945,INDUSTRIAL,2
33946,"GARDENS, PARKS AND URBAN SPACES",1
33947,MONUMENT (BY FORM),1
33948,"GARDENS, PARKS AND URBAN SPACES",1
33949,MONUMENT (BY FORM),1
33950,AGRICULTURE AND SUBSISTENCE,1
33950,DOMESTIC,1
33950,TRANSPORT,1
33951,AGRICULTURE AND SUBSISTENCE,2
33951,TRANSPORT,2
33952,AGRICULTURE AND SUBSISTENCE,1
33952,DOMESTIC,1
33953,INDUSTRIAL,1
33954,INDUSTRIAL,1
33955,AGRICULTURE AND SUBSISTENCE,1
33956,MONUMENT (BY FORM),1
33957,INDUSTRIAL,1
33958,AGRICULTURE AND SUBSISTENCE,1
33959,AGRICULTURE AND SUBSISTENCE,1
33960,AGRICULTURE AND SUBSISTENCE,1
33961,MONUMENT (BY FORM),1
33962,AGRICULTURE AND SUBSISTENCE,1
33963,AGRICULTURE AND SUBSISTENCE,1
33964,INDUSTRIAL,1
33965,AGRICULTURE AND SUBSISTENCE,1
33966,AGRICULTURE AND SUBSISTENCE,1
33967,MONUMENT (BY FORM),1
33968,MONUMENT (BY FORM),1
33969,MONUMENT (BY FORM),1
33970,AGRICULTURE AND SUBSISTENCE,1
33971,AGRICULTURE AND SUBSISTENCE,1
33972,MONUMENT (BY FORM),1
33973,MONUMENT (BY FORM),1
33974,AGRICULTURE AND SUBSISTENCE,1
33975,AGRICULTURE AND SUBSISTENCE,1
33976,INDUSTRIAL,1
33977,AGRICULTURE AND SUBSISTENCE,1
33978,AGRICULTURE AND SUBSISTENCE,3
33979,INDUSTRIAL,1
33980,"RELIGIOUS, RITUAL AND FUNERARY",1
33981,AGRICULTURE AND SUBSISTENCE,1
33982,DOMESTIC,1
33983,AGRICULTURE AND SUBSISTENCE,2
33984,AGRICULTURE AND SUBSISTENCE,1
33984,DOMESTIC,1
33985,AGRICULTURE AND SUBSISTENCE,2
33986,AGRICULTURE AND SUBSISTENCE,2
33987,AGRICULTURE AND SUBSISTENCE,1
33988,AGRICULTURE AND SUBSISTENCE,1
33989,AGRICULTURE AND SUBSISTENCE,1
33990,AGRICULTURE AND SUBSISTENCE,1
33991,COMMERCIAL,1
33992,AGRICULTURE AND SUBSISTENCE,2
33993,AGRICULTURE AND SUBSISTENCE,2
33994,AGRICULTURE AND SUBSISTENCE,1
33994,DOMESTIC,1
33994,WATER SUPPLY AND DRAINAGE,1
33995,AGRICULTURE AND SUBSISTENCE,1
33996,WATER SUPPLY AND DRAINAGE,1
33997,MONUMENT (BY FORM),1
33998,AGRICULTURE AND SUBSISTENCE,1
33998,DOMESTIC,1
33999,DEFENCE,1
34000,DOMESTIC,1
34001,"RELIGIOUS, RITUAL AND FUNERARY",2
34002,DOMESTIC,1
34003,DOMESTIC,1
34004,DOMESTIC,3
34005,"RELIGIOUS, RITUAL AND FUNERARY",1
34006,MONUMENT (BY FORM),1
34007,MONUMENT (BY FORM),1
34008,AGRICULTURE AND SUBSISTENCE,1
34009,"RELIGIOUS, RITUAL AND FUNERARY",1
34010,INDUSTRIAL,2
34011,DOMESTIC,1
34012,DOMESTIC,1
34013,AGRICULTURE AND SUBSISTENCE,1
34014,MONUMENT (BY FORM),1
34015,DOMESTIC,1
34016,MONUMENT (BY FORM),1
34017,"RELIGIOUS, RITUAL AND FUNERARY",1
34018,MONUMENT (BY FORM),1
34019,MONUMENT (BY FORM),1
34020,MONUMENT (BY FORM),1
34021,DOMESTIC,1
34022,AGRICULTURE AND SUBSISTENCE,1
34023,INDUSTRIAL,1
34024,AGRICULTURE AND SUBSISTENCE,1
34025,AGRICULTURE AND SUBSISTENCE,1
34026,AGRICULTURE AND SUBSISTENCE,2
34027,INDUSTRIAL,1
34028,AGRICULTURE AND SUBSISTENCE,1
34029,INDUSTRIAL,1
34030,DOMESTIC,1
34031,MONUMENT (BY FORM),1
34032,MONUMENT (BY FORM),1
34033,"RELIGIOUS, RITUAL AND FUNERARY",1
34033,WATER SUPPLY AND DRAINAGE,1
34034,MONUMENT (BY FORM),1
34035,MONUMENT (BY FORM),1
34036,MONUMENT (BY FORM),1
34037,MONUMENT (BY FORM),1
34038,INDUSTRIAL,1
34039,INDUSTRIAL,2
34040,INDUSTRIAL,1
34041,DOMESTIC,1
34041,TRANSPORT,1
34042,DOMESTIC,1
34043,MONUMENT (BY FORM),1
34044,TRANSPORT,1
34045,"RELIGIOUS, RITUAL AND FUNERARY",1
34046,INDUSTRIAL,1
34047,AGRICULTURE AND SUBSISTENCE,1
34047,"RELIGIOUS, RITUAL AND FUNERARY",1
34048,MONUMENT (BY FORM),1
34049,"RELIGIOUS, RITUAL AND FUNERARY",1
34050,"RELIGIOUS, RITUAL AND FUNERARY",1
34051,MONUMENT (BY FORM),2
34052,AGRICULTURE AND SUBSISTENCE,1
34052,DOMESTIC,1
34052,INDUSTRIAL,1
34053,"RELIGIOUS, RITUAL AND FUNERARY",1
34054,INDUSTRIAL,1
34055,AGRICULTURE AND SUBSISTENCE,1
34055,"RELIGIOUS, RITUAL AND FUNERARY",1
34056,"RELIGIOUS, RITUAL AND FUNERARY",1
34057,"RELIGIOUS, RITUAL AND FUNERARY",1
34058,DEFENCE,1
34059,AGRICULTURE AND SUBSISTENCE,2
34060,AGRICULTURE AND SUBSISTENCE,2
34060,INDUSTRIAL,2
34061,DOMESTIC,2
34061,"RELIGIOUS, RITUAL AND FUNERARY",2
34062,AGRICULTURE AND SUBSISTENCE,1
34062,MONUMENT (BY FORM),1
34062,"RELIGIOUS, RITUAL AND FUNERARY",1
34063,AGRICULTURE AND SUBSISTENCE,1
34063,"RELIGIOUS, RITUAL AND FUNERARY",1
34064,TRANSPORT,1
34065,"RELIGIOUS, RITUAL AND FUNERARY",1
34066,MONUMENT (BY FORM),1
34067,DOMESTIC,2
34068,AGRICULTURE AND SUBSISTENCE,2
34068,DEFENCE,2
34069,"RELIGIOUS, RITUAL AND FUNERARY",6
34070,INDUSTRIAL,2
34070,MONUMENT (BY FORM),2
34071,INDUSTRIAL,1
34072,MONUMENT (BY FORM),1
34073,AGRICULTURE AND SUBSISTENCE,1
34074,MONUMENT (BY FORM),1
34075,"RELIGIOUS, RITUAL AND FUNERARY",1
34076,"RELIGIOUS, RITUAL AND FUNERARY",1
34077,"RELIGIOUS, RITUAL AND FUNERARY",2
34078,MONUMENT (BY FORM),1
34079,"RELIGIOUS, RITUAL AND FUNERARY",1
34080,"RELIGIOUS, RITUAL AND FUNERARY",1
34081,MONUMENT (BY FORM),2
34082,MONUMENT (BY FORM),1
34082,"RELIGIOUS, RITUAL AND FUNERARY",1
34083,"RELIGIOUS, RITUAL AND FUNERARY",1
34084,"RELIGIOUS, RITUAL AND FUNERARY",1
34085,MONUMENT (BY FORM),1
34085,"RELIGIOUS, RITUAL AND FUNERARY",1
34086,MONUMENT (BY FORM),1
34087,"RELIGIOUS, RITUAL AND FUNERARY",1
34088,"RELIGIOUS, RITUAL AND FUNERARY",1
34089,"RELIGIOUS, RITUAL AND FUNERARY",1
34090,"RELIGIOUS, RITUAL AND FUNERARY",1
34091,"RELIGIOUS, RITUAL AND FUNERARY",1
34092,MONUMENT (BY FORM),1
34093,"RELIGIOUS, RITUAL AND FUNERARY",1
34094,MONUMENT (BY FORM),1
34094,"RELIGIOUS, RITUAL AND FUNERARY",1
34095,INDUSTRIAL,2
34096,DEFENCE,1
34097,MONUMENT (BY FORM),1
34098,NA,1
34099,NA,1
34100,"RELIGIOUS, RITUAL AND FUNERARY",1
34101,MONUMENT (BY FORM),1
34101,"RELIGIOUS, RITUAL AND FUNERARY",1
34102,MONUMENT (BY FORM),2
34103,MONUMENT (BY FORM),1
34104,DOMESTIC,1
34104,"GARDENS, PARKS AND URBAN SPACES",1
34105,INDUSTRIAL,1
34106,INDUSTRIAL,2
34107,"RELIGIOUS, RITUAL AND FUNERARY",1
34108,MONUMENT (BY FORM),1
34109,MONUMENT (BY FORM),1
34110,"RELIGIOUS, RITUAL AND FUNERARY",2
34111,"RELIGIOUS, RITUAL AND FUNERARY",1
34112,DOMESTIC,1
34113,MONUMENT (BY FORM),1
34114,AGRICULTURE AND SUBSISTENCE,1
34114,RECREATIONAL,1
34115,MONUMENT (BY FORM),1
34116,MONUMENT (BY FORM),1
34117,AGRICULTURE AND SUBSISTENCE,1
34117,DOMESTIC,1
34118,DOMESTIC,2
34119,MONUMENT (BY FORM),1
34120,MONUMENT (BY FORM),1
34121,MONUMENT (BY FORM),1
34122,AGRICULTURE AND SUBSISTENCE,2
34123,AGRICULTURE AND SUBSISTENCE,2
34124,AGRICULTURE AND SUBSISTENCE,1
34124,DOMESTIC,1
34125,AGRICULTURE AND SUBSISTENCE,1
34125,DOMESTIC,1
34126,AGRICULTURE AND SUBSISTENCE,1
34127,DOMESTIC,2
34128,DOMESTIC,4
34129,AGRICULTURE AND SUBSISTENCE,2
34130,"RELIGIOUS, RITUAL AND FUNERARY",1
34131,"RELIGIOUS, RITUAL AND FUNERARY",1
34132,"RELIGIOUS, RITUAL AND FUNERARY",1
34133,"RELIGIOUS, RITUAL AND FUNERARY",2
34134,AGRICULTURE AND SUBSISTENCE,2
34135,"RELIGIOUS, RITUAL AND FUNERARY",1
34136,MONUMENT (BY FORM),1
34136,"RELIGIOUS, RITUAL AND FUNERARY",1
34137,"RELIGIOUS, RITUAL AND FUNERARY",1
34138,INDUSTRIAL,3
34139,INDUSTRIAL,2
34140,MONUMENT (BY FORM),1
34141,"RELIGIOUS, RITUAL AND FUNERARY",1
34142,DOMESTIC,1
34143,AGRICULTURE AND SUBSISTENCE,1
34143,DOMESTIC,1
34144,"RELIGIOUS, RITUAL AND FUNERARY",1
34145,INDUSTRIAL,2
34146,MONUMENT (BY FORM),1
34147,MONUMENT (BY FORM),1
34148,MONUMENT (BY FORM),1
34149,MONUMENT (BY FORM),1
34150,INDUSTRIAL,1
34151,INDUSTRIAL,1
34152,INDUSTRIAL,2
34153,AGRICULTURE AND SUBSISTENCE,1
34153,DOMESTIC,1
34153,INDUSTRIAL,1
34154,MONUMENT (BY FORM),1
34155,INDUSTRIAL,1
34156,INDUSTRIAL,2
34157,AGRICULTURE AND SUBSISTENCE,1
34157,DEFENCE,1
34157,MONUMENT (BY FORM),1
34158,"RELIGIOUS, RITUAL AND FUNERARY",1
34159,MONUMENT (BY FORM),1
34160,INDUSTRIAL,1
34161,INDUSTRIAL,1
34162,MONUMENT (BY FORM),1
34163,MONUMENT (BY FORM),1
34164,INDUSTRIAL,1
34165,INDUSTRIAL,1
34166,DOMESTIC,1
34166,"GARDENS, PARKS AND URBAN SPACES",1
34167,"RELIGIOUS, RITUAL AND FUNERARY",1
34168,MONUMENT (BY FORM),2
34168,"RELIGIOUS, RITUAL AND FUNERARY",2
34169,MONUMENT (BY FORM),1
34170,INDUSTRIAL,3
34171,MONUMENT (BY FORM),1
34172,"RELIGIOUS, RITUAL AND FUNERARY",1
34173,INDUSTRIAL,1
34174,MONUMENT (BY FORM),1
34175,"RELIGIOUS, RITUAL AND FUNERARY",2
34176,"RELIGIOUS, RITUAL AND FUNERARY",1
34177,AGRICULTURE AND SUBSISTENCE,1
34177,DOMESTIC,1
34177,INDUSTRIAL,1
34178,INDUSTRIAL,1
34179,"RELIGIOUS, RITUAL AND FUNERARY",1
34180,AGRICULTURE AND SUBSISTENCE,1
34181,INDUSTRIAL,1
34182,"RELIGIOUS, RITUAL AND FUNERARY",1
34183,AGRICULTURE AND SUBSISTENCE,1
34183,INDUSTRIAL,1
34184,INDUSTRIAL,1
34185,TRANSPORT,1
34186,"RELIGIOUS, RITUAL AND FUNERARY",1
34187,"RELIGIOUS, RITUAL AND FUNERARY",2
34188,MONUMENT (BY FORM),1
34189,"RELIGIOUS, RITUAL AND FUNERARY",1
34190,MONUMENT (BY FORM),1
34191,MONUMENT (BY FORM),1
34192,TRANSPORT,1
34193,AGRICULTURE AND SUBSISTENCE,1
34193,INDUSTRIAL,1
34194,INDUSTRIAL,1
34194,TRANSPORT,1
34195,UNASSIGNED,1
34196,MONUMENT (BY FORM),2
34197,"RELIGIOUS, RITUAL AND FUNERARY",1
34198,MONUMENT (BY FORM),1
34199,"RELIGIOUS, RITUAL AND FUNERARY",1
34200,MONUMENT (BY FORM),1
34201,MONUMENT (BY FORM),1
34202,INDUSTRIAL,1
34203,"RELIGIOUS, RITUAL AND FUNERARY",1
34204,"RELIGIOUS, RITUAL AND FUNERARY",1
34205,AGRICULTURE AND SUBSISTENCE,1
34206,INDUSTRIAL,1
34207,DOMESTIC,1
34207,"RELIGIOUS, RITUAL AND FUNERARY",1
34208,DOMESTIC,1
34209,MONUMENT (BY FORM),1
34210,INDUSTRIAL,2
34211,MONUMENT (BY FORM),1
34212,MONUMENT (BY FORM),1
34213,MONUMENT (BY FORM),1
34214,MONUMENT (BY FORM),1
34215,AGRICULTURE AND SUBSISTENCE,1
34216,DOMESTIC,1
34217,DOMESTIC,1
34218,TRANSPORT,1
34219,AGRICULTURE AND SUBSISTENCE,1
34220,AGRICULTURE AND SUBSISTENCE,1
34221,AGRICULTURE AND SUBSISTENCE,1
34222,AGRICULTURE AND SUBSISTENCE,2
34223,AGRICULTURE AND SUBSISTENCE,1
34224,AGRICULTURE AND SUBSISTENCE,1
34225,DOMESTIC,1
34225,MONUMENT (BY FORM),1
34225,TRANSPORT,1
34226,AGRICULTURE AND SUBSISTENCE,1
34227,"RELIGIOUS, RITUAL AND FUNERARY",1
34228,MONUMENT (BY FORM),1
34229,AGRICULTURE AND SUBSISTENCE,1
34229,MONUMENT (BY FORM),1
34230,AGRICULTURE AND SUBSISTENCE,1
34231,AGRICULTURE AND SUBSISTENCE,1
34232,AGRICULTURE AND SUBSISTENCE,1
34233,AGRICULTURE AND SUBSISTENCE,2
34234,DOMESTIC,1
34235,DOMESTIC,1
34235,INDUSTRIAL,1
34236,MONUMENT (BY FORM),2
34237,AGRICULTURE AND SUBSISTENCE,1
34237,MONUMENT (BY FORM),1
34237,"RELIGIOUS, RITUAL AND FUNERARY",1
34238,DOMESTIC,1
34238,MONUMENT (BY FORM),1
34239,DOMESTIC,1
34240,DOMESTIC,1
34241,DOMESTIC,1
34242,AGRICULTURE AND SUBSISTENCE,1
34242,MONUMENT (BY FORM),1
34243,DOMESTIC,1
34243,MONUMENT (BY FORM),1
34244,DOMESTIC,1
34245,AGRICULTURE AND SUBSISTENCE,2
34246,MONUMENT (BY FORM),1
34246,"RELIGIOUS, RITUAL AND FUNERARY",1
34247,DOMESTIC,2
34247,"RELIGIOUS, RITUAL AND FUNERARY",2
34248,AGRICULTURE AND SUBSISTENCE,1
34248,"RELIGIOUS, RITUAL AND FUNERARY",1
34249,DOMESTIC,4
34250,AGRICULTURE AND SUBSISTENCE,1
34250,"RELIGIOUS, RITUAL AND FUNERARY",1
34251,"RELIGIOUS, RITUAL AND FUNERARY",1
34252,AGRICULTURE AND SUBSISTENCE,1
34252,"RELIGIOUS, RITUAL AND FUNERARY",1
34253,DOMESTIC,1
34254,DOMESTIC,2
34255,AGRICULTURE AND SUBSISTENCE,2
34255,DOMESTIC,2
34256,AGRICULTURE AND SUBSISTENCE,3
34257,AGRICULTURE AND SUBSISTENCE,1
34257,"RELIGIOUS, RITUAL AND FUNERARY",1
34258,AGRICULTURE AND SUBSISTENCE,1
34259,AGRICULTURE AND SUBSISTENCE,2
34259,"RELIGIOUS, RITUAL AND FUNERARY",2
34260,DOMESTIC,2
34261,INDUSTRIAL,1
34262,DOMESTIC,1
34263,INDUSTRIAL,2
34264,INDUSTRIAL,1
34265,INDUSTRIAL,1
34266,"RELIGIOUS, RITUAL AND FUNERARY",1
34266,UNASSIGNED,1
34267,NA,1
34268,MONUMENT (BY FORM),1
34269,NA,1
34270,"RELIGIOUS, RITUAL AND FUNERARY",1
34271,"RELIGIOUS, RITUAL AND FUNERARY",1
34272,INDUSTRIAL,1
34273,INDUSTRIAL,1
34274,AGRICULTURE AND SUBSISTENCE,6
34275,INDUSTRIAL,1
34276,WATER SUPPLY AND DRAINAGE,1
34277,WATER SUPPLY AND DRAINAGE,1
34278,NA,1
34279,NA,1
34280,INDUSTRIAL,1
34280,NA,1
34281,INDUSTRIAL,2
34282,INDUSTRIAL,1
34283,NA,2
34284,AGRICULTURE AND SUBSISTENCE,1
34285,INDUSTRIAL,2
34286,AGRICULTURE AND SUBSISTENCE,1
34287,AGRICULTURE AND SUBSISTENCE,1
34288,TRANSPORT,2
34289,TRANSPORT,1
34290,TRANSPORT,1
34291,INDUSTRIAL,1
34292,INDUSTRIAL,1
34293,INDUSTRIAL,1
34294,DOMESTIC,2
34295,"RELIGIOUS, RITUAL AND FUNERARY",1
34296,"RELIGIOUS, RITUAL AND FUNERARY",2
34297,MONUMENT (BY FORM),1
34298,AGRICULTURE AND SUBSISTENCE,1
34299,DOMESTIC,1
34300,AGRICULTURE AND SUBSISTENCE,1
34301,"GARDENS, PARKS AND URBAN SPACES",2
34302,"RELIGIOUS, RITUAL AND FUNERARY",1
34303,AGRICULTURE AND SUBSISTENCE,1
34303,DOMESTIC,1
34303,"RELIGIOUS, RITUAL AND FUNERARY",1
34304,RECREATIONAL,1
34305,"RELIGIOUS, RITUAL AND FUNERARY",2
34306,DOMESTIC,1
34307,DOMESTIC,1
34308,UNASSIGNED,1
34309,DOMESTIC,2
34310,AGRICULTURE AND SUBSISTENCE,1
34311,AGRICULTURE AND SUBSISTENCE,2
34312,MONUMENT (BY FORM),1
34313,MONUMENT (BY FORM),1
34314,"RELIGIOUS, RITUAL AND FUNERARY",2
34315,CIVIL,1
34316,AGRICULTURE AND SUBSISTENCE,3
34317,INDUSTRIAL,1
34318,INDUSTRIAL,1
34319,INDUSTRIAL,1
34320,NA,1
34321,INDUSTRIAL,3
34322,DOMESTIC,1
34323,DOMESTIC,1
34323,MONUMENT (BY FORM),1
34324,DOMESTIC,1
34325,"RELIGIOUS, RITUAL AND FUNERARY",1
34325,TRANSPORT,1
34326,DOMESTIC,2
34327,"RELIGIOUS, RITUAL AND FUNERARY",1
34328,"RELIGIOUS, RITUAL AND FUNERARY",1
34329,DOMESTIC,2
34330,INDUSTRIAL,1
34331,AGRICULTURE AND SUBSISTENCE,1
34332,INDUSTRIAL,1
34333,DOMESTIC,1
34334,DOMESTIC,2
34335,INDUSTRIAL,1
34336,AGRICULTURE AND SUBSISTENCE,1
34337,INDUSTRIAL,1
34338,AGRICULTURE AND SUBSISTENCE,1
34339,MONUMENT (BY FORM),1
34340,MONUMENT (BY FORM),1
34341,INDUSTRIAL,1
34342,INDUSTRIAL,2
34343,INDUSTRIAL,1
34344,AGRICULTURE AND SUBSISTENCE,1
34345,"RELIGIOUS, RITUAL AND FUNERARY",1
34346,MONUMENT (BY FORM),2
34347,"RELIGIOUS, RITUAL AND FUNERARY",1
34348,NA,1
34349,MONUMENT (BY FORM),1
34350,DOMESTIC,1
34351,DOMESTIC,1
34352,INDUSTRIAL,1
34352,"RELIGIOUS, RITUAL AND FUNERARY",1
34353,DOMESTIC,1
34353,"RELIGIOUS, RITUAL AND FUNERARY",1
34354,DOMESTIC,1
34355,TRANSPORT,2
34356,MONUMENT (BY FORM),1
34357,MONUMENT (BY FORM),1
34358,"RELIGIOUS, RITUAL AND FUNERARY",1
34359,INDUSTRIAL,4
34360,DOMESTIC,2
34361,INDUSTRIAL,2
34362,"GARDENS, PARKS AND URBAN SPACES",1
34362,INDUSTRIAL,1
34363,MONUMENT (BY FORM),1
34364,MONUMENT (BY FORM),1
34365,"GARDENS, PARKS AND URBAN SPACES",1
34366,AGRICULTURE AND SUBSISTENCE,1
34367,MONUMENT (BY FORM),1
34368,TRANSPORT,1
34369,MONUMENT (BY FORM),1
34370,INDUSTRIAL,1
34371,MONUMENT (BY FORM),1
34372,MONUMENT (BY FORM),1
34373,MONUMENT (BY FORM),1
34374,MONUMENT (BY FORM),1
34374,TRANSPORT,1
34375,INDUSTRIAL,1
34376,"RELIGIOUS, RITUAL AND FUNERARY",2
34377,DOMESTIC,1
34378,AGRICULTURE AND SUBSISTENCE,1
34378,DOMESTIC,1
34379,AGRICULTURE AND SUBSISTENCE,1
34379,DOMESTIC,1
34380,COMMERCIAL,1
34381,COMMERCIAL,1
34382,MONUMENT (BY FORM),1
34383,INDUSTRIAL,1
34384,INDUSTRIAL,1
34385,"RELIGIOUS, RITUAL AND FUNERARY",1
34386,AGRICULTURE AND SUBSISTENCE,1
34387,"RELIGIOUS, RITUAL AND FUNERARY",1
34388,INDUSTRIAL,1
34389,INDUSTRIAL,1
34390,INDUSTRIAL,1
34391,INDUSTRIAL,1
34392,TRANSPORT,1
34393,"GARDENS, PARKS AND URBAN SPACES",1
34394,"RELIGIOUS, RITUAL AND FUNERARY",1
34395,TRANSPORT,1
34396,TRANSPORT,1
34397,TRANSPORT,1
34398,UNASSIGNED,1
34399,"RELIGIOUS, RITUAL AND FUNERARY",1
34400,NA,1
34401,INDUSTRIAL,2
34402,MONUMENT (BY FORM),1
34403,INDUSTRIAL,1
34404,INDUSTRIAL,1
34405,AGRICULTURE AND SUBSISTENCE,1
34406,INDUSTRIAL,1
34407,INDUSTRIAL,1
34408,INDUSTRIAL,1
34409,INDUSTRIAL,1
34410,INDUSTRIAL,1
34411,INDUSTRIAL,1
34412,INDUSTRIAL,1
34413,INDUSTRIAL,1
34413,"RELIGIOUS, RITUAL AND FUNERARY",1
34414,INDUSTRIAL,1
34415,DOMESTIC,1
34416,INDUSTRIAL,1
34417,INDUSTRIAL,1
34418,INDUSTRIAL,1
34419,INDUSTRIAL,1
34420,INDUSTRIAL,1
34421,AGRICULTURE AND SUBSISTENCE,1
34422,INDUSTRIAL,1
34423,INDUSTRIAL,1
34424,INDUSTRIAL,1
34425,INDUSTRIAL,1
