SHINEuid,MonType,HER Number,Name,PrtctStat,Summary,PeriodStrt,PeriodEnd,Evidence,Descript,PrimRefNo,SHINE_name,CandStat,SHI_Form,SHI_Signif,SHI_StatID,SHI_Stat,Shape,BroadType_Code,Keep_YN.x,Keep_YN.y,countNoKeep,countSHINEuids
41829,BIELD,39171,"Stone Bield, south of Hartsop Hall Farm",,Bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,This small bield is roughly 8m in length and is roughly 2m wide. The bield stands to a good height for much of its length and incorporates large earthfast boulders within its line (S2860).,49f723e8-0057-487a-bef0-eccfad9b19d9,"Structural remains of a bield of unknown date at Hartsop Hall Farm, Patterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
41835,BIELD,39508,"Bields, Herdus, Ennerdale",,2 bields,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Two small linear curving sheep shelters on the slope of Herdus (AON 2003).,9070b396-6f56-478c-ba74-7249bb239f10,"Structural remains of a post-medieval bield at Herdus, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
41837,BIELD,39510,"Bield, Ennerdale",,"Bield, Ennerdale",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A linear dry stone wall with a small semi-circular shelter at the East end. The wall is 6m long, 0.75m wide, and 1.3m high. It consists of six rough courses using angular and squared scree (AON 2003).",b8f56cfe-af16-496c-8651-5a59b5236b50,"Structural remains of a post-medieval bield at Ennerdale, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
41989,COPPER MINE,1237,Brown Crag Copper Mine,,Copper mine of Post-Medieval date.,POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Site of Copper mine. See book 'Elizabethan Keswick' by Collingwood (S1086 p. 147). 
~
Site probably same as HER 30753.
~
A disused copper mine above the Thirlspot Inn. The main component is a sizeable pile of waste and slag at the side of the gill wh",2164b727-1add-4067-b9d8-7989dc1e1c20,"Above-ground remains of a post-medieval copper mine at Brown Crag, St John's Castlerigg and Wythburn",yes,Above-ground feature(s),Medium,2,Probable,Point,2,N,N,1,1
42043,BIELD,6617,"Shap Rural, Hopgill Beck Sheep Fold",,Sheep fold (a pen or enclosure used for containing sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,"Appears on OS map as NY483112.  A rectangular sheep fold, in use until fairly recently.  Dipping site on Hopgill Beck.  Double launch pad.  Modern pens at uphill end.  One hogg-hole.  No keepholes.  All woodwork of machine cut conifers.  See sketch in SM",371efeda-b66e-4d16-b0f2-a086518d3483,"Structural remains of a post-medieval sheepfold at Hopgill Beck, Shap Rural",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42046,BIELD,6621,"Bield, Low Birkin Knott",,A bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"On a slope, near the N end of Selside Spur, in association with a broke rock outcrop, 2 walls 3 x 5 m.  Height about 1 m.  Sheltered area.  Dr.  Delap suggests it is a milking site; the OS list it as a bield (S2209). 
~
A small drystone bield built int",8ddbfeb8-379b-4f26-b721-4f098fe9f684,"Structural remains of a post-medieval bield at Low Birkin Knott, Shap Rural",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42102,LEAD MINE,17362,"Frost Hole Mines, Strickland Roger",,Site of a lead mine of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,"Frost Hole Mine are a group of levels between Side House and Frost Hole east of Staveley (S2840 and S2837).  
~
See 'Water-power Mills of South Westmorland' by Smith in 1930 (S1410 p. 6). 
~
Note: The others were at NGR's: 348785498780; 348880498700.",77c5502f-3b8a-434e-8f56-01334cd013d3,"Above-ground remains of a post-medieval lead mine at Frost Hole, Strickland Roger",yes,Above-ground feature(s),Low,2,Probable,Polygon,NA,N,N,1,1
42166,BIELD,31386,"Bield at Guerness Gill, Shap Rural",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"A single length of drystone wall aligned approximately east/west. It is possibly a shelter wall. Length 5m, width 0.5m, height 0.4m. This site was identified by LUAU during field survey in 1995/6 Site No. H332 (S1931).",ea9a05e5-517b-4890-9bc7-d854d114fe17,"Structural remains of a post-medieval bield at Guerness Gill, Shap Rural",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42170,BIELD,31390,"Bield at Mardale Banks, Shap Rural",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,EXTANT BUILDING,"A small bield built onto the face of a natural crag. The walls are of drystone construction and stand to 2m in height but only project from the crag for 0.5m. Length 0.5m, height 2m. This site was identified by LUAU during field survey in 1995/6 Site No.",09b7dc43-06a6-475d-a908-7e02e5ab5a9d,"Structural remains of a post-medieval bield at Mardale Banks, Shap Rural",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42177,BIELD,31439,"Bield at Riggindale, Shap Rural",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A small ""L"" shaped bield. Size: 2m square, height 0.60m. This site was located during field survey conducted by LUAU in 1995/6 Site No. H215 (S1931).",c5cae43d-5641-4041-9924-292f9b501522,"Structural remains of a post-medieval bield at Riggindale, Shap Rural",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42178,BIELD,31445,"5 Bields at Riggindale, Shap Rural",,Site of five bields (walls built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"The LUAU Survey identified 5 bields within this area. The first is a length of wall running north/south and bounded on both ends by large boulders (NY46113 11547). It clearly served as a bield and a similar bield lies 10m to the south. Length 4m, width 1",215fa724-25a6-45ec-8a7f-bcf918a9027a,"Structural remains of post-medieval bields at Riggindale, Shap Rural",yes,Structure(s),Medium,2,Probable,Polygon,1,N,N,1,1
42189,BIELD,31462,"Bield at Mardale Waters, Shap Rural",,Site of a bield (a wall built to give shelter to sheep) or a shelter of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A bield or shelter situated in the lee of an east facing crag. There is no southern wall, access being gained from the northern side, via a narrow entrance. Length 7m, width 1m, height 1.50m. This site was located during field survey conducted by LUAU in",cbbb52d3-30bb-4326-9604-f0ce067bb6df,"Structural remains of a post-medieval bield at Mardale Waters, Shap Rural",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42190,BIELD,31463,"2 Bields at Piot Crag, Shap Rural",,Site of the remains of two bields (walls built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"2 bields were identified on Piot Crag. The first is a very ruinous bield situated at the foot of Piot Crag. It is constructed around a single large boulder at its south-eastern corner (NY45575 10259). Length 5m, width 2m, height 1m. Secondly, a bield to",640992b7-841a-4cda-b3d8-d3257527f982,"Above-ground and structural remains of post-medieval bields and a trackway at Piot Crag, Shap Rural",yes,Structure(s) + above-ground feature(s),Medium,2,Probable,Polygon,1,N,N,1,1
42209,BIELD,31800,"Bield at Fisher Place, Thirlmere",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A small bield with a single linear length of wall 16m long, standing to 0.7m and running east to west. It lies on a moderately steep slope overlooking the valley. This site was located during field survey conducted by LUAU in 1996 (S1898).",ae89edca-bb66-434f-8cb5-ca3b953fcf94,"Structural remains of a post-medieval bield at Fisher Place, St John's Castlerigg and Wythburn",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42210,BIELD,31801,"Bields at Fisher Place, Thirlmere",,Site of ten bields (walls built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A series of 10 small drystone bields built around large boulders lying on a fairly steep slope on the valley side. The largest one is 3m long and the smallest 1.5m long. All are very small and only slightly upstanding with significant quantities of tumbl,94074510-39c0-464c-aedb-bb1cb6994662,"Structural remains of a post-medieval bield at Fisher Place, St John's Castlerigg and Wythburn",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42212,BIELD,31802,"Bield at Fisher Place, Thirlmere",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A large 'L'-shaped bield at an oblique angle. The site measures 15m east to west and 6m north west to south east. It stands to a maximum height of 1.4m. This site was located during field survey conducted by LUAU in 1996 (S1898).,243c7d0c-51fc-4079-ae09-161631b97046,"Structural remains of post-medieval bields at Fisher Place, St John's Castlerigg and Wythburn",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42283,BIELD,33448,"Nan Bield shelter, Shap Rural CP",,Remains of a bield (wall built to give shelter to sheep) recorded.,UNCERTAIN,UNCERTAIN,STRUCTURE,"Stone shelter recorded. No further details (S2872, no. 4018).",92fe4599-7897-49ca-b70e-30cb25b2211a,"Structural remains of a bield of unknown date at Nan Bield, Shap Rural",yes,Structure(s),Medium,2,Probable,Polygon,1,N,N,1,1
42355,RAMP,35682,"Earthen ramp against the Sailing Club House, Coniston Hall Farm",,"Earthen ramp (inclined plane connecting two different levels, for use by vehicles) recorded by The National Trust Sites and Monuments Record.",POST MEDIEVAL,20TH CENTURY,EARTHWORK,"This feature is a pile of turf-covered earth that is located at the rear of Windermere Sailing Club House. The earthern ramp appears to have been truncated in part, however a large part of the ramp is still intact. It is possible that the pile of earth i",e53d559c-aa83-4b08-9335-2803e0086846,"Above-ground remains of a post-medieval ramp at Coniston Hall Farm, Coniston",yes,Above-ground feature(s),Low,2,Probable,Point,NA,N,N,1,1
42496,FLOOR,36751,"Floor of former building in Loanthwaite Coppice, Hawkshead",,"Situated in Loanthwaite Coppice is the remains of the floor (the lower, horizontal surface of a room on which people walk) of a demolished building.",POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,Floor of demolished building.,2fe4219c-fe06-4333-adb3-b42adfe730e9,"Structural remains of a post-medieval floor at Loanthwaite Coppice, Claife",yes,Structure(s),Medium,2,Probable,Point,NA,N,N,1,1
42549,BIELD,36904,"Bield near Banner Rigg, Windermere",,This bield (wall built to give shelter to sheep) is situated near to Banner Rigg.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,b914fb02-aa1d-428d-97d9-a3ba6ab57da6,"Structural remains of a post-medieval bield at Banner Rigg, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42554,LEAD MINE,36938,"Liza Beck trial mine, Buttermere",,Liza Beck trial Lead mine is situated on the east side of the River Cocker.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"There is a small working on the East side of the beck (NY 157 222) where some Galena was found (J Adams 1988, S1234).",8c0da93c-c3b4-4c6d-a13b-793891117596,"Above-ground remains of a post-medieval lead mine at Liza Beck, Buttermere",yes,Above-ground feature(s),Low,2,Probable,Point,NA,N,N,1,1
42555,COPPER MINE,36981,"Dunmail Raise Copper mine level, Grasmere",,"Dunmail Raise Copper mine (Where several minerals produced, use with other products and MINE, eg. ARSENIC MINE) is situated on the bank of Raise Beck.",POST MEDIEVAL,POST MEDIEVAL,DOCUMENTARY EVIDENCE,On the East side of the road between Thirlmere and Grasmere is a small copper trial (NY 333 104). The level is driven East on a poor quartz vein and at about 30' in it turns through right-angles continuing for another 30' or so on a southerly heading. Ve,1548ed5a-65f0-4204-a5a3-698b19cf6ac5,"Above-ground remains of a post-medieval copper mine at Dunmail Raise, Lakes",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
42559,GRAVEL PIT,37026,"Gravel pit near Scale, Wasdale",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated near to Scale.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,4b8e3b49-ea6c-41f3-a123-ca72837de454,"Above-ground remains of a post-medieval gravel pit at Scale, Wasdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
42748,FOOTPATH,37443,"Pathway at Cat How, Kidbeck Farm, Wasdale",,"Post Medieval footpath (path for pedestrians only), in places with revetments, recorded by The National Trust Sites and Monuments Record.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"Reveted pathway which leads from Cat How South of Kidbeck, up into the higher upland areas. The pathway is roughly 3m wide, and is most visible close to the road Gosforth and Wasdale Head.",ac1fa30a-5bfe-4414-ad92-783cca7c2539,"Above-ground and structural remains of a post-medieval path, farm and bridge at Cat How, Wasdalel",yes,Structure(s) + above-ground feature(s),Medium,2,Probable,Point,4,N,N,1,1
42833,BIELD,39106,"Bield wall to the east of Middle Dodd, Hartsop Hall Farm, Patterdale",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This semi-ruined bield wall is located alongside Kirkstone Beck and runs westward up the lower slopes of Middle Dodd. The bield is roughly 25m in length and is roughly 2.5m across due to the fact a large part of the bield has collapsed. In other areas th,5ba1ba55-4edb-422d-b62e-a245676a65c8,"Structural remains of a post-medieval bield at Middle Dodd, Patterdale",yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
42868,BIELD,39628,"Bield, Ghyll & Buckbarrow Farm, Wasdale",,Bield,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Constructed just to the southeast of the top of hill. The site features a rough platform onto which sits a three sided rectangular wall 5m x 2m.,afda3d99-d201-430a-9152-a6b77661ca17,Structural remains of a post-medieval bield at Wasdale,yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
42886,BIELD,39987,"Small bield, Brimmer Head Farm, Grasmere",,Small bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Small bield some 4m in length located in an intake field on Brimmer Head Farm.,eff57bde-01b5-45ed-8ff6-962bc4a313d0,"Structural remains of a post-medieval bield at Brimmer Head Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42909,BIELD,60033,"Stock bield west of Mill Gill, Great Langdale",,This is a short section of dry-stone walling that is largely intact and stands to 1.1m high. It extends in a curve around the base of a small hillock. It was probably a small stock bield. It occupies an area of 7m by 0.9m.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,(OA North site visit 2005) This is a short section of dry-stone walling that is largely intact and stands to 1.1m high. It extends in a curve around the base of a small hillock. It was probably a small stock bield. It occupies an area of 7m by 0.9m.,e9e28c85-8768-488e-b0b1-1461b242ea6a,"Structural remains of a bield of unknown date at Mill Gill, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42911,BIELD,60035,"Bield east of Mill Gill, Great Langdale",,This is a short section of walling that comprises medium and small stones and forms a linear feature orientated roughly east/west. It stands 0.3m high and it was probably a small bield that would have afforded protection from wind coming from the north o,MEDIEVAL,POST MEDIEVAL,STRUCTURE,(OA North site visit 2005) This is a short section of walling that comprises medium and small stones and forms a linear feature orientated roughly East-West. It stands 0.3m high and it was probably a small bield that would have afforded protection from w,8894b362-26bf-4b84-ba8f-b0d77b5010cf,"Structural remains of a post-medieval bield at Mill Gill, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
42914,BIELD,60038,"Bield west of Broad Crag, Great Langdale",,"This is a bield that is constructed from a single, massive, toppled upright that has come to rest on a horizontally set flat rock that is sitting on a pillar upright.",MEDIEVAL,POST MEDIEVAL,STRUCTURE,"(OA North site visit 2005) This is a bield that is constructed from a single, massive, toppled upright that has come to rest on a horizontally set flat rock that is sitting on a pillar upright. If the large toppled stone was removed the flat rock would f",13a4f1c5-7f98-4372-b853-4c852327420d,"Structural remains of a bield of unknown date at Broad Crag, Lakes",yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
42915,BIELD,60039,"Bield west of Whitegill, Great Langdale",,This is a bield formed from a series of in-situ boulders with small amounts of dry-stone masonry set on top of the boulders to the north in order to augment the wind protection from that direction.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,(OA North site visit 2005) This is a bield formed from a series of in-situ boulders with small amounts of dry-stone masonry set on top of the boulders to the North in order to augment the wind protection from that direction. There is a level grassy area,112bdc4d-4d6e-43c7-9a34-f97c4d4b0420,"Structural remains of a bield of unknown date at Whitegill, Lakes",yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
42916,BIELD,60040,"Wall at the western side of Broad Crag, Great Langdale",,This is a short section of decayed wall that survives only as a single course. It is aligned with the denuded intake wall (Site 32) and may be a continuation of it. It is 4m long and 0.8m wide.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,(OA North site visit 2005) This is a short section of decayed wall that survives only as a single course. It is aligned with the denuded intake wall (Site 32) and may be a continuation of it. It is 4m long and 0.8m wide.,2f82214d-329a-411f-b3e5-58163b3d9812,"Structural remains of a wall of unknown date at Broad Crag, Lakes",yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
42922,BIELD,60050,"Bield north of Broad Crag and Scale Gill, Great Langdale",,This is a small bield/shelter of dry-stone construction that is constructed between earthfast rock and a large upstanding rock. It is approximately 2m by 1.5m and 1m high.,MEDIEVAL,POST MEDIEVAL,NATURAL FEATURE,(OA North site visit 2005) This is a small bield/shelter of dry-stone construction that is constructed between earthfast rock and a large upstanding rock. It is approximately 2m by 1.5m and 1m high.,e2713165-e247-4a22-aa3b-f2fce2c7e554,"Above-ground remains of a bield of unknown date at Broad Crag, Lakes",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
43026,BIELD,6659,"Shap Rural, Crookdale Fold",,A bield (a wall built to give shelter to sheep) and hut of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,"An irregular sheep pen, long abandoned and much tumbled.  Walls capped in places.  54 x 18 m.  No keepholes, 1 doubtful hogghole.  Dipping point in Crookdale Beck.  Poor quality workmanship.  There is a small hut, possibly of later construction, with rem",426a8aeb-b766-4174-9b61-84084d55802e,"Structural remains of a bield of unknown date at Crookdale Fold, Shap Rural",yes,Structure(s),Medium,2,Probable,Polygon,1,N,N,1,1
43064,LEAD MINE,11015,Embleton Lead Mine,,Site of a lead mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a lead mine shown on the OS 6"" 1st edition map of Cumberland sheet 55 (S1177).",fd9a4a21-878c-4802-a041-a96dbaa1f5e7,Above-ground remains of a lead mine of unknown date at Embleton,yes,Above-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,2,2
43064,LEAD MINE,11015,Embleton Lead Mine,,Site of a lead mine of unknown date.,UNCERTAIN,UNCERTAIN,EARTHWORK,"Site of a lead mine shown on the OS 6"" 1st edition map of Cumberland sheet 55 (S1177).",fd9a4a21-878c-4802-a041-a96dbaa1f5e7,Above-ground remains of a lead mine of unknown date at Embleton,yes,Above-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,2,2
43074,LEAD MINE,11811,"Beckstones Lead Mine, Above Derwent",,Site of a lead mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a Lead Mine, no longer marked by OS, shown on the OS 6"" 1st edition map of Cumberland sheet 55 (S1177).",446fd343-33f6-4265-9e1d-e36cf81625e9,"Above-ground remains of a quarry of unknown date at Beckstones, Above Derwent",yes,Above-ground feature(s),Low,2,Probable,Polygon,NA,N,N,1,1
43076,LEAD MINE,11861,Netherclose Lead Mine,,Site of a lead mine of unknown date.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"Site of a Lead Mine, no longer marked by OS, shown on the OS 6"" 1st edition map of Cumberland (S1177).
~
Also recorded by M Davies-Shiel on his 1990 map (S1286).
~
Site recorded by The National Trust Sites and Monuments Record (S2873).
~
The mining",c35465ae-9eb5-4dd4-9dd6-f531189172b4,"Above-ground remains of a lead mine of unknown date at Netherclose, Loweswater",yes,Above-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,1,1
43095,COPPER MINE,12618,"Dubhow Gill Copper Mines, Patterdale",,Site of a copper mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Dubhow Gill Copper Mines, already disused in 1860, consisting of two shafts, on either side of Dubhow Gill, and a waste tip adjacent to the lower shaft. The site is shown on the OS 6"" 1st map of Westmorland sheet 22 (S1360) and OS 25"" 2nd edition map she",16ffadaa-501c-41cb-a102-45ebb1eb2fa6,"Above-ground remains of a copper mine of unknown date at Dubhow Gill, Patterdale",yes,Above-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
43171,LEAD MINE,17204,"Pool Scar Lead Mine, Hugill",,Site of a lead mine of Post Medieval date.  See nearby HER 5766.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,"Pool Scar Lead Mine lies amongst rocks above the River Kent, opposite Barrowfoot. No features are marked on the map so it may have been an open cast mine, after about 1890 these became more common in Cumbria. See the OS 6"" 2nd edition revised map of West",40d05b9d-524d-4f6e-b520-8570273497f3,"Above-ground remains of a post-medieval lead mine at Pool Scar, Hugill",yes,Above-ground feature(s),Low,2,Probable,Polygon,NA,N,N,1,1
43190,GRAVEL PIT,18042,"Hatter Dub Gravel Pit, Broughton West",,"Site of a gravel pit (a steep-sided pit formed by, and for, the extraction of gravel) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of Hatter Dub Gravel Pit, no longer marked by OS,  shown on the OS 6"" 1st edition map of Lancashire sheet 6 dated 1850 (S2078).",d582d4e4-c7a0-4390-96fe-8a326dd23d33,"Above-ground remains of a gravel pit of unknown date at Hatter Dub, Broughton West",yes,Above-ground feature(s),Low,2,Probable,Polygon,2,N,N,1,1
43299,BIELD,31134,"Bield at Castle Side, Askham",,Site of a probable bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"An L-shaped section of drystone walling situated at the base of a small crag. The wall stood to at least four courses high. This structure was situated on a moderate to steep slope adjacent to a beck. It probably represents a bield, and no other sites we",bb22277b-08cf-482f-8c5f-c930bfcc44b4,"Above-ground remains of a post-medieval bield at Castle Side, Askham",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
43304,BIELD,31139,"Bield at Dale Hause, Askham",,Site of a possible bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,A possible bield located on a small raised hillock with signs of a bank of stones around the outside. This feature measures 3.50m in length. The bield sits on rocky protrusion above which some stones have been deliberately placed so as to afford some pro,bff0d64d-f66f-4935-a5a7-a8263b3d5a47,"Above-ground remains of a medieval to post-medieval bield at Dale Hause, Askham",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
43306,BIELD,31141,"Bield east of Dale Hause, Askham",,Site of a bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,A crescent-shaped bield constructed out of large stones. The bield survives up to four courses high at its north end where it abuts the steep hillside. It is partially collapsed and measures between 2m and 3m wide. This site was located during field surv,863d4972-50a2-4626-842a-5e49966c8b0a,"Above-ground remains of a medieval to post-medieval bield at Dale Hause, Askham",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
43311,BIELD,31185,"Shelter/Bield at Brown Beck, Helton Fell, Askham",,Site of a bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"The very decayed remains of a small sub-rectangular shelter situated on the base of the valley close to Brown beck. The walls are constructed of medium sized stones and survive to a maximum height of 0.30m, they are very decayed and tumble is strewn all",dc8ae78f-ce77-4b7a-bf6d-4a6ff16ab1d7,"Structural remains of a medieval to post-medieval bield at Brown Beck, Askham",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
43374,PEN,33220,"Low Budding possible pen enclosure, Hugill",,A possible pen or stone clearance feature has been recorded in the corner of a wall. It is uncertain what the remains are of.,UNCERTAIN,UNCERTAIN,EARTHWORK,"A possible pen or feature formed through stone clearance has been recorded. It is possible there were internal subdivisions of the feature (S2871, no. 71).
~
The feature is 8m x 1.5m (S2872, no. 1010).",ed3c4cc3-35ef-4a63-b0e9-b40e09c82ccd,"Above-ground remains of a pen of unknown date at Low Budding, Hugill",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
43444,BIELD,34741,"Bield South of Lingmell Gill, Wasdale Head",,"This small bield (wall built to give shelter to sheep) wall is situated south of Lingmell Gill on the steep fell sides, it incorporates a large boulder in its construction.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This shelter wall is situated on the steep fell side South of Lingmell Gill, it measures 8m long reaching a maximum height of 1m and it incorporates a large boulder in its construction. For 5m of its length the site has collapsed and tumbled downhill (Wa",4e0f05d4-2dea-43b6-b07a-4dddf2faa1e4,"Structural remains of a post-medieval bield at Lingmell Gill, Eskdale",yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
43487,BIELD,34974,"Bield southeast of High Fell, Wasdale Head",,"Situated on the sloping hillside near High Fell is a small bield (wall built to give shelter to sheep) that is adjacent to a gill, the wall utilises two large boulders.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This small stretch of wall is over 6m long, it is adjacent to the gill and incorporates two large boulders. It is over 1m high (Borrowdale Notebook 4).",082f034f-376c-47d9-bc70-cfdfe292b454,"Structural remains of a post-medieval bield at High Fell, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
43488,BIELD,34975,"Bield East of High Fell, Wasdale Head",,"This small bield (wall built to give shelter to sheep) is set between two boulders and is on the hillside near High Fell. It is in a ruined condition, it has been suggested that this may be the remains of a sheep fold (pen or enclosure used for containin",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This small stretch of wall is between two large boulders and it is in a very bad state of disrepair. The stones appear to have been just piled between the rocks rather than constructed. It has been suggested this could be the remains of a sheep fold, but",3e0a052d-3a75-4af1-9843-2af68c5524fc,"Above-ground remains of a post-medieval bield at High Fell, Wasdale",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
43501,BIELD,34988,"Bield southwest of Knott Ends, Wasdale Head",,"This ruined bield (wall built to give shelter to sheep) is situated on land that rises steeply onto the hillside, the wall seems to butt onto an outcrop of rock over looking the valley southwest of Knott Ends.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This shelter wall is situated on the southwest of Knott Ends, the wall is derelict and butts onto a large rock outcrop overlooking the valley and Nether Beck. The walls rise to a maximum height of 1m but are mostly destroyed down to their footings (Wasda",2c2a3851-87be-40e0-a889-8b17215c087c,"Structural remains of a post-medieval bield at Knott Ends, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
43502,BIELD,34989,"Bield West of Knott Ends, Wasdale Head",,"This small stretch of wall is probably a bield (wall built to give shelter to sheep), although it is possible that this is the remains of a more complex site such as a shelter. The site is situated on the steep hillside of Knott Ends.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This small stretch of wall is 2.5m long and over 0.5m high, it is possible that this may be the remains of a more extensive feature such as a shelter. It appears that a nearby boulder, 5m to the northwest, was incorporated into the construction. There is",07da2acf-7df2-4e12-b177-b20e20247ffc,"Structural remains of a post-medieval bield at Knott Ends, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
