shine_uid,shine_name,shine_form,significan,web_url,last_edit,FISH_Broad_Type,FISH_Type_Count,FISH_Rank,Aggregated_Period,Period_Rank,Status_MAx
44846,"Above-ground remains of a quarry of unknown date at Rose Cottage, Underskiddaw",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44847,"Above-ground remains of a quarry of unknown date at Longclose Farm, Underskiddaw",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44848,"Above-ground remains of a lead mine of unknown date at Thornthwaite, Above Derwent",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44849,"Above-ground remains of a lead mine of unknown date at Thornthwaite, Above Derwent",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44851,"Above-ground remains of a quarry of unknown date at Scales, Threlkeld",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44853,"Above-ground remains of a lead mine of unknown date at Blea Crag, Threlkeld",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44854,"Above-ground remains of a quarry of unknown date at Mousthwaite Comb, Threlkeld",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44855,"Above-ground and structural remains of a post-medieval lead mine at Blencathra, Mungrisdale",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44856,"Above-ground and structural remains of a lead mine of unknown date at Bannerdale Crags, Mungrisdale",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44858,"Above-ground and structural remains of mills of unknown date at Stainton Mill, Muncaster",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
44859,"Above-ground remains of a quarry of unknown date at Penruddock, Hutton",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-25 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44864,"Structural remains of a forge of unknown date at Crag House, Matterdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44865,"Structural remains of post-medieval mills at Wythop, Embleton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44869,"Structural remains of a post-medieval brewery at High Lorton, Lorton",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44870,"Above-ground remains of a post-medieval quarry at Knotts, Matterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44871,"Structural remains of a watermill of unknown date at Akebank, Blindbothel",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44872,"Above-ground remains of a quarry of unknown date at Clints Wood, Embleton",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44874,"Above-ground remains of a post-medieval quarry at Haggwood, Matterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44875,"Above-ground remains of a post-medieval ironstone mine at Blakely Rise, Ennerdale and Kinniside",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44876,"Above-ground remains of a post-medieval ironstone mine at Kinney How, Ennerdale and Kinniside",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44877,"Above-ground remains of a post-medieval quarry at Deergarth Wood, St John's Castlerigg and Wythburn",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44878,"Above-ground remains of a post-medieval quarry at Deergarth Wood, St John's Castlerigg and Wythburn",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44881,"Above-ground remains of a quarry of unknown date at Legburthwaite, St John's Castlerigg and Wythburn",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44882,"Structural remains of a saw pit of unknown date at Gillbank, Eskdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44886,"Structural remains of a sawmill of unknown date at Nether Wasdale, Irton with Santon",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44887,"Structural remains of a watermill of unknown date at Seed Hill, Irton with Santon",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44888,"Above-ground remains of a pit of unknown date at Pikemeadow Wood, Irton with Santon",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
44889,"Above-ground and structural remains of a post-medieval bobbin mill at Long Rigg Farm, Eskdale",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44891,"Structural remains of a post-medieval forge at Rowhead, Patterdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44894,"Above-ground remains of a copper mine and level of unknown date at Ellers, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44895,"Above-ground remains of a post-medieval quarry at Lanty's Tarn, Patterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
44896,"Structural remains of a saw mill of unknown date at Legburthwaite, St John's Castlerigg and Wythburn",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44901,"Above-ground remains of a post-medieval mine at Homesdale Green, St John's Castlerigg and Wythburn",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
44904,Above-ground remains of a water mill and mill race of unknown date at Ulpha,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
44906,"Above-ground remains of a quarry of unknown date at Gillgrass, Ponsonby",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44907,"Structural remains of a watermill of unknown date at New Mill, Ponsonby",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44908,"Structural remains of a post-medieval limekiln at Greenbank, Broughton East",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44912,"Above-ground remains of a gravel pit of unknown date at Sledbank, Whicham",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
44913,"Above-ground remains of an extractive pit of unknown date at Throstlerake Crag, Whicham",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
44914,"Above-ground remains of quarries of unknown date at Wood House, Whicham",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
44915,"Above-ground remains of a gravel pit of unknown date at Seaness, Whicham",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
44918,Above-ground and structural remains of a bobbin mill and reservoir of unknown date at Ulpha,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,WATER SUPPLY AND DRAINAGE,1,1,UNCERTAIN,1,
44921,Below-ground remains of a tileworks of unknown date at Bootle,Below-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44922,Above-ground remains of a quarry of unknown date at Muncaster,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44923,"Above-ground and structural remains of a corn mill of unknown date at Linbeck Bridge, Eskdale",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,AGRICULTURE AND SUBSISTENCE,2,11,UNCERTAIN,1,
44924,"Structural remains of a forge of unknown date at Forge House, Eskdale",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,Listed Building
44926,Above-ground remains of a quarry of unknown date at Whicham,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
44927,"Above-ground remains of a quarry of unknown date at White Hall, Whicham",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
44928,Structural remains of a corn mill of unknown date at Whicham,Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
44929,"Above-ground remains of a copper mine of unknown date at Lathery Beck, Whicham",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44930,"Structural remains of a corn mill of unknown date at Thwaites Bridge, Millom without",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,Listed Building
44931,Above-ground and structural remains of a post-medieval limekiln and quarry at Millom without,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,Listed Building
44933,"Above-ground remains of a quarry of unknown date at Duddon Bridge, Millom without",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44936,Above-ground remains of a gravel pit of unknown date at Whicham,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44937,Above-ground remains of a sand pit of unknown date at Whicham,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44938,Above-ground remains of a post-medieval quarry at Whicham,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44939,Above-ground remains of post-medieval quarries at Whicham,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44943,"Above-ground remains of a quarry of unknown date at Green How, Eskdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44948,"Above-ground remains of quarries of unknown date at Wythop Woods, Wythop",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44950,"Above-ground remains of a quarry of unknown date at Greengate Wood, Irton with Santon",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44952,"Above-ground remains of a mine of unknown date at Gategill, Threlkeld",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44953,"Above-ground remains of a mine of unknown date at Swarth Fell, Martindale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
44954,"Above-ground remains of a post-medieval mine at Guerness Gill, Shap Rural",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44958,"Structural remains of a post-medieval farmstead at Mardale, Shap Rural",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
44966,"Above-ground remains of a post-medieval quarry at Meathop, Meathop and Ulpha",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44975,"Above-ground remains of a post-medieval lime kiln at High Whelter, Bampton",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44976,"Structural remains of a post-medieval farmstead at High Whelter, Bampton",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
44977,"Structural remains of a post-medieval farmstead at Low Whelter, Bampton",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
44982,"Above-ground remains of a lime kiln of unknown date at Lime Kiln Wood, Crosthwaite and Lyth",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44984,"Structural remains of a post-medieval limekiln at Catcrag, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,Listed Building
44985,"Above-ground remains of a post-medieval quarry at Low Latterbarrow, Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44986,"Above-ground remains of a post-medieval quarry at Latterbarrow, Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44987,"Above-ground remains of a post-medieval quarry at Halecat, Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44988,"Above-ground remains of a post-medieval quarry at Rake Foot, Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44989,"Above-ground remains of a post-medieval quarry at Hause, Martindale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44990,"Structural remains of a post-medieval church and school at Witherslack, Crosthwaite and Lyth",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,POST-MEDIEVAL (1540-1900),4,Listed Building
44993,Above-ground and structural remains of a post-medieval quarry and limekiln at Crosthwaite and Lyth,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44995,"Above-ground remains of post-medieval quarries at Lawns Wood, Witherslack",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44997,Above-ground and structural remains of a post-medieval quarry and limekiln at Meathop and Ulpha,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
44998,"Above-ground remains of a post-medieval quarry at Whitbarrow, Witherslack",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45000,"Above-ground remains of a post-medieval lime kiln at Church Road, Witherslack",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45001,"Above-ground remains of a post-medieval quarry at Low Fell, Witherslack",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45002,"Above-ground remains of a post-medieval quarry at Strawberry Syke, Witherslack",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45003,"Structural remains of a post-medieval bobbin mill at Beckside, Witherslack",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-26 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45004,"Above-ground remains of a post-medieval quarry at Hell Moss, Witherslack",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45005,"Above-ground remains of a post-medieval quarry at Pool Bank,  Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45006,"Above-ground remains of a post-medieval quarry at Goldrill, Patterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45008,"Structural remains of a post-medieval farmstead at Dawson Fold, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
45009,"Structural remains of a post-medieval limekiln at Catcrag, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,Listed Building
45011,"Structural remains of a post-medieval building at Howe Back, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
45012,"Structural remains of a post-medieval limekiln at Hyning, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,Listed Building
45013,"Structural remains of a post-medieval smithy at Bowland Bridge, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45018,"Structural remains of a post-medieval barn at Gilpin Bank Farm, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
45019,"Structural remains of a post-medieval building at Draw Well, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
45020,"Structural remains of a post-medieval farmstead at Michael Yeat, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
45021,"Structural remains of a post-medieval bridge at Pool, Crosthwaite and Lyth",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
45025,"Above-ground remains of a post-medieval copper mine at Low Water, Bampton",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
45032,"Above-ground remains of a quarry of unknown date at Great Close, Haverthwaite",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
45033,Above-ground remains of a quarry of unknown date at Colton,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
45034,"Above-ground remains of a post-medieval quarry at White Scar, Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45035,"Above-ground remains of a post-medieval quarry at High Gillbirks, Crosthwaite and Lyth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45040,"Structural remains of a post-medieval bridge at Dunmail Raise, Lakes",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
45053,"Structural remains of a post-medieval ice house at Brantwood, Coniston",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,COMMERCIAL,1,1,POST-MEDIEVAL (1540-1900),4,
45056,"Structural remains of a post-medieval ice house at Ferney Green, Lakes",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,COMMERCIAL,1,1,POST-MEDIEVAL (1540-1900),4,
45093,"Structural remains of a post-medieval bridge at Rosgill, Shap Rural",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,Listed Building
45096,"Structural remains of a post-medieval forge at Bampton Grange, Bampton",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45097,"Structural remains of a post-medieval bridge at Butterwick, Bampton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
45099,"Structural remains of a post-medieval bridge at Black Bridge, Bampton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
45100,"Structural remains of a post-medieval bridge at Church Bridge, Bampton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,Listed Building
45102,Structural remains of a post-medieval smithy at Bampton,Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45105,"Structural remains of a post-medieval farmstead at Bomby, Bampton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45108,"Structural remains of a post-medieval packhorse bridge at Naddle Bridge, Bampton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,Listed Building
45109,Above-ground remains of ridge and furrow and a quarry of unknown date at Ireby and Uldale,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
45110,"Above-ground remains of stepping stones of unknown date at Steps Hall, Shap Rural",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,UNCERTAIN,1,
45111,"Above-ground remains of stepping stones of unknown date at Steps Hall, Shap Rural",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,UNCERTAIN,1,
45113,"Structural remains of a post-medieval tramway at Shap Quarry, Shap Rural",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
45117,"Above-ground remains of a dyke and ridge and furrow of unknown date at Grassgarth, Nether Staveley",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
45123,Structural remains of a post-medieval sheepfold at St Johns Castlerigg and Wythburn,Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
45125,"Above-ground remains of a post-medieval quarry at Hill Croft, Barton",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45129,"Above-ground remains of a post-medieval quarry at Grandyscar Wood, Barton",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
45130,"Structural remains of a post-medieval mill at Pooley Mill, Barton",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2013-02-28 00:00:00,INDUSTRIAL,4,10,POST-MEDIEVAL (1540-1900),4,
